id,Alcohol,Acido_malico,Cenizas,Alcalinidad_cenizas,Magnesio,Fenoles_totales,Flavonoides,Fenoles_no_flavonoides,Proantocianidinas,Intensidad_color,Tono_color,OD280_OD315_vinos_diluidos,Prolina
1,13.2,-0.5533813298693417,-0.8250116316953037,-2.492599579891001,0.019365228770928323,0.530948712417414,0.7011745108370918,-0.8613664389207195,-0.5174348075716022,-0.4098548554595195,0.4811157460983251,1.1339664653774353,0.8376239664289966
2,13.16,-0.05885125820436285,1.10320686691882,-0.21625504381535587,0.09985196085010095,0.7636981479860232,1.1603762011514127,-0.5388844223789725,2.0632712951917647,0.12973172071148087,0.39195816740099004,0.8175275475166822,1.2456750372495364
3,14.37,-0.40843286058822725,0.4847216881180633,-0.7699604715094317,1.0656927458001726,2.392944196966289,1.3995437481901212,-1.0226074471915934,1.0006276058186137,1.0096729064672663,-0.3658812515263572,1.2027575344775994,2.137342192005531
4,13.24,0.13725549435243917,1.830836489037358,0.5220188597767444,1.4681264061960357,0.7636981479860232,0.6342075976662536,0.18670011483995885,0.39340264046252726,-0.4347588512827963,0.43653695674965753,0.48733041583589654,-0.11449519881892967
5,14.2,-0.5704340909612375,0.30281428258842963,-1.262143073904166,0.9852060137209999,1.4929797127676663,1.3038767293746376,-0.21640240583722506,0.6464130426942297,0.5738529795599198,0.4811157460983251,0.3772647052756345,2.046664176267633
6,14.39,-0.47664390495581044,0.30281428258842963,-1.4467115498021912,-0.3025816995457622,0.2981992768488048,0.4715736656799318,-0.5388844223789725,0.6632804028430099,-0.048746916022003775,0.34737937805232255,1.381614314138025,1.5630480923321786
7,14.06,-0.23790524966926901,0.8849179802832585,-0.5238691703120646,1.7095866024335535,0.45336556722787785,0.46200696379838324,-0.4582639182435357,-0.5680368880179428,-0.131760235432927,0.5256945354469926,1.381614314138025,1.5781610949551614
8,14.83,-0.6727506575126126,-0.7158671883775237,-1.6312800257002162,-0.22209496746658958,0.7636981479860232,0.9116419522311555,-0.6195049265144094,0.6632804028430099,-0.06950024587473448,0.6148521141443276,0.3772647052756345,0.8225109638060136
9,13.86,-0.920015693345102,-0.3520523773182547,-1.0160517727067988,-0.14160823538741693,1.0429974706683547,1.0742758842174773,-1.1838484554624669,0.44400472090886783,0.7689342801755891,0.302800588703655,1.3403396726779264,0.8225109638060136
10,14.1,-0.2293788691233209,-0.24290793400047478,-0.40082351971338154,0.4217988891667915,0.9964475835546331,1.236909816203799,-1.1838484554624669,1.3379748087942167,0.15878638250530408,1.3726915330716742,0.8175275475166822,2.2280202077434286
11,14.12,-0.8091727462477792,-0.17014497178862098,-0.7699604715094317,-0.38306843162493487,-0.16729959428841365,0.38547334874599687,-0.8613664389207195,-0.028281363256977124,-0.1525135652856577,1.0160612182823343,0.33599006381553587,1.5328220870862126
12,13.75,-0.5960132325990813,0.157288358164722,-1.0160517727067988,-0.8659888240999707,0.45336556722787785,0.7011745108370918,-0.6195049265144094,0.37653528031374706,0.09652639294711157,0.9269036395849992,0.44605577437579796,1.6537261080700763
13,14.75,-0.5960132325990813,0.08452539595286818,-2.4310767545916585,-0.7050153599416253,1.2291970191232424,1.5908777858210879,0.5091821313817059,2.0632712951917647,0.013513073536188728,1.3726915330716742,0.21216613943524137,1.1398840188886559
14,14.38,-0.47664390495581044,0.048143914846940465,-2.2465082786936335,0.1803386929292736,1.5395295998813878,1.5430442764133463,-0.6195049265144094,2.316281697423467,0.8851529273508816,1.1497975863283367,0.5836379125761255,2.3398564271535025
15,13.63,-0.5278021882314979,1.2123513102366015,-0.6469148209107487,0.9852060137209999,0.8412812931755601,0.8446750390603173,-0.5388844223789725,-0.2138223248935592,0.8021396079399583,1.5064279011176769,0.41853934673573245,1.6235001028241103
16,14.3,-0.434012002226071,1.2851142724484552,0.21440473328003584,1.629099870354381,0.7636981479860232,1.0647091823359291,-0.2970229099726619,0.6464130426942297,0.3455663511798812,0.5702733247956601,0.10210042887497929,1.5328220870862126
17,13.83,-0.7324353213342479,0.9212994613891862,0.21440473328003584,1.226666209958518,0.9964475835546331,1.3134434312561858,0.2673206189753957,0.22472903897472535,0.5115929900017273,0.8377460608876641,-0.007965281685282783,1.079432008396724
18,14.19,-0.715382560242352,0.4119587259062095,-0.8622447094584446,0.6632590854043094,1.5395295998813878,1.8204786309782481,-0.37764341410809876,0.460872081057648,1.38323284381642,1.2835339543743394,0.33599006381553587,2.7418622969248494
20,14.06,-0.6812770380585605,-0.3156708962123286,-1.0160517727067988,2.1120202628294167,1.0740307287441693,1.093409287980574,-1.0226074471915934,0.8656887246283722,0.11727972279984265,0.6594309034929952,1.5604710937984505,0.021521824787916945
21,12.93,1.1689475404121368,1.030443904706966,-0.21625504381535587,0.1803386929292736,0.1585496155076394,0.3663399449829002,-0.9419869430561565,0.6632804028430099,-0.3600468638129656,0.39195816740099004,1.2990650312178285,-0.008704180458048967
22,13.71,-0.48517028550175834,-0.024619047364913344,-0.8314832968087732,0.09985196085010095,0.4688821962657848,0.8159749334156721,-0.7807459347852826,0.17412695852838478,-0.6505934817511966,0.7485884821903301,1.9594592945794003,0.7922849585600478
23,12.85,-0.7068561796964041,0.5574846503299171,-0.46234634501272304,-0.38306843162493487,0.2671660187729902,0.32807313745670674,-0.8613664389207195,-0.2138223248935592,-0.5966348241340964,0.6594309034929952,1.4504053832381885,0.7318329480681159
24,13.5,-0.5278021882314979,0.8849179802832585,0.21440473328003584,-0.3025816995457622,0.34474916396252636,0.5576739826138668,-0.7001254306498458,0.12352487808204421,-0.766812128926489,0.7931672715389977,1.7118114458188105,0.2179908588866954
26,13.39,-0.5619077104152896,0.9212994613891862,-0.9852903600571276,-0.5440418957832801,0.8412812931755601,0.8733751447049621,-0.21640240583722506,-0.2306896850423394,-0.23552688469658092,-0.09840851543435211,0.8863186166168463,1.2759010424955024
29,14.02,-0.638645135328821,-0.5703412639538161,-1.0160517727067988,-0.3025816995457622,0.530948712417414,0.28980632993051336,-0.8613664389207195,0.6632804028430099,-0.27703354440204236,0.43653695674965753,1.3953725279580576,0.7922849585600478
30,13.73,-0.7921199851558833,1.2123513102366015,0.9834400495218075,0.09985196085010095,1.0740307287441693,1.169942903032961,-0.6195049265144094,1.3379748087942167,0.13803305265257337,1.1052187969796692,0.18464971179517584,1.5479350897091957
